"Componente","Año","Estado","Municipio","Localidad","Registradas","Apoyadas"
"EMBARCACION",2014,"JALISCO","TUXCUECA","PUERTO CORONA",3,0
"HIELERA",2014,"JALISCO","TUXCUECA","PUERTO CORONA",0,0
"SISTEMA",2014,"JALISCO","TUXCUECA","PUERTO CORONA",0,0
"MOTOR",2014,"JALISCO","TUXCUECA","SAN LUIS SOYATLAN",6,3
"EMBARCACION",2014,"JALISCO","TUXCUECA","SAN LUIS SOYATLAN",8,2
"HIELERA",2014,"JALISCO","TUXCUECA","SAN LUIS SOYATLAN",0,0
"SISTEMA",2014,"JALISCO","TUXCUECA","SAN LUIS SOYATLAN",0,0
"MOTOR",2014,"JALISCO","TUXCUECA","SAN NICOLAS DE ACUÑA (SAN NICOLAS)",7,0
"EMBARCACION",2014,"JALISCO","TUXCUECA","SAN NICOLAS DE ACUÑA (SAN NICOLAS)",1,0
"HIELERA",2014,"JALISCO","TUXCUECA","SAN NICOLAS DE ACUÑA (SAN NICOLAS)",0,0
"SISTEMA",2014,"JALISCO","TUXCUECA","SAN NICOLAS DE ACUÑA (SAN NICOLAS)",0,0
"MOTOR",2014,"JALISCO","TUXCUECA","TUXCUECA",11,2
"EMBARCACION",2014,"JALISCO","TUXCUECA","TUXCUECA",20,1
"HIELERA",2014,"JALISCO","TUXCUECA","TUXCUECA",0,0
"SISTEMA",2014,"JALISCO","TUXCUECA","TUXCUECA",0,0
"MOTOR",2014,"JALISCO","UNION DE TULA","TACOTAN (LA ALPATAHUA)",1,1
"EMBARCACION",2014,"JALISCO","UNION DE TULA","TACOTAN (LA ALPATAHUA)",0,0
"HIELERA",2014,"JALISCO","UNION DE TULA","TACOTAN (LA ALPATAHUA)",0,0
"SISTEMA",2014,"JALISCO","UNION DE TULA","TACOTAN (LA ALPATAHUA)",0,0
"MOTOR",2014,"JALISCO","VALLE DE GUADALUPE","SALTO DE AGUA (SALTO DE LOS IBARRA)",1,0
"EMBARCACION",2014,"JALISCO","VALLE DE GUADALUPE","SALTO DE AGUA (SALTO DE LOS IBARRA)",1,0
"HIELERA",2014,"JALISCO","VALLE DE GUADALUPE","SALTO DE AGUA (SALTO DE LOS IBARRA)",0,0
"SISTEMA",2014,"JALISCO","VALLE DE GUADALUPE","SALTO DE AGUA (SALTO DE LOS IBARRA)",0,0
"MOTOR",2014,"JALISCO","VALLE DE GUADALUPE","TEPOZANES",1,0
"EMBARCACION",2014,"JALISCO","VALLE DE GUADALUPE","TEPOZANES",1,0
"HIELERA",2014,"JALISCO","VALLE DE GUADALUPE","TEPOZANES",0,0
"SISTEMA",2014,"JALISCO","VALLE DE GUADALUPE","TEPOZANES",0,0
"MOTOR",2014,"JALISCO","VALLE DE GUADALUPE","VALLE DE GUADALUPE",3,2
"EMBARCACION",2014,"JALISCO","VALLE DE GUADALUPE","VALLE DE GUADALUPE",2,0
"HIELERA",2014,"JALISCO","VALLE DE GUADALUPE","VALLE DE GUADALUPE",0,0
"SISTEMA",2014,"JALISCO","VALLE DE GUADALUPE","VALLE DE GUADALUPE",0,0
"MOTOR",2014,"JALISCO","ZAPOPAN","PALO GORDO",3,0
"EMBARCACION",2014,"JALISCO","ZAPOPAN","PALO GORDO",0,0
"HIELERA",2014,"JALISCO","ZAPOPAN","PALO GORDO",0,0
"SISTEMA",2014,"JALISCO","ZAPOPAN","PALO GORDO",0,0
"MOTOR",2014,"JALISCO","ZAPOPAN","ZAPOPAN",3,0
"EMBARCACION",2014,"JALISCO","ZAPOPAN","ZAPOPAN",0,0
"HIELERA",2014,"JALISCO","ZAPOPAN","ZAPOPAN",0,0
"SISTEMA",2014,"JALISCO","ZAPOPAN","ZAPOPAN",0,0
