"tipo","ano","estado","municipio","localidad","solicitudes_atendidas","solicitudes_recibidas"
"GASOLINA",2015,"TABASCO","CENTLA","NUEVO CENTLA BOQUERON",1,1
"GASOLINA",2015,"TABASCO","CENTLA","QUINTIN ARAUZ",1,1
"GASOLINA",2015,"TABASCO","CENTLA","REVOLUCION",3,3
"GASOLINA",2015,"TABASCO","CENTLA","RIBERA ALTA 1RA. SECCION",2,2
"GASOLINA",2015,"TABASCO","CENTLA","RIBERA ALTA 2DA. SECCION",1,1
"GASOLINA",2015,"TABASCO","CENTLA","RIBERA ALTA 3RA. SECCION",1,1
"GASOLINA",2015,"TABASCO","CENTLA","SAN JUAN",1,1
"GASOLINA",2015,"TABASCO","CENTLA","SAN JUANITO BOCA DE TRES BRAZOS",3,3
"GASOLINA",2015,"TABASCO","CENTLA","SAN RAMON",1,1
"GASOLINA",2015,"TABASCO","CENTLA","SAN ROMAN",2,2
"GASOLINA",2015,"TABASCO","CENTLA","TABASQUILLO 1RA. SECCION",1,1
"GASOLINA",2015,"TABASCO","CENTLA","TRES BRAZOS (COCALITO)",1,1
"GASOLINA",2015,"TABASCO","CENTRO","ACACHAPAN Y COLMENA 1RA. SECCION",1,1
"GASOLINA",2015,"TABASCO","CENTRO","ACACHAPAN Y COLMENA 4TA. SECCION",1,1
"GASOLINA",2015,"TABASCO","CENTRO","AZTLAN 2DA. SECCION",1,1
"GASOLINA",2015,"TABASCO","CENTRO","COCOYOL (SOCIALISTA)",1,1
"GASOLINA",2015,"TABASCO","CENTRO","ISMATE Y CHILAPILLA 2A. SEC. (BOCA DEL CAMPO)",1,1
"GASOLINA",2015,"TABASCO","CENTRO","VILLAHERMOSA",1,1
"GASOLINA",2015,"TABASCO","COMALCALCO","COCOHITAL",2,2
"GASOLINA",2015,"TABASCO","COMALCALCO","GUAYO 3RA. SECCION",1,1
"GASOLINA",2015,"TABASCO","EMILIANO ZAPATA","EMILIANO ZAPATA",4,4
"GASOLINA",2015,"TABASCO","HUIMANGUILLO","AQUILES SERDAN 1RA. SECCION",2,2
"GASOLINA",2015,"TABASCO","HUIMANGUILLO","FRANCISCO I. MADERO",1,1
"GASOLINA",2015,"TABASCO","JALPA DE MENDEZ","CAMPO PETROLERO MECOACAN",1,1
"GASOLINA",2015,"TABASCO","JALPA DE MENDEZ","REFORMA 2DA. SECCION (SANTA MARIA)",2,2
"GASOLINA",2015,"TABASCO","JONUTA","FEDERICO ALVAREZ",1,1
"GASOLINA",2015,"TABASCO","JONUTA","HIDALGO Y TAMARINDO",1,1
"GASOLINA",2015,"TABASCO","JONUTA","JONUTA",2,2
"GASOLINA",2015,"TABASCO","JONUTA","SACRIFICIO",1,1
"GASOLINA",2015,"TABASCO","JONUTA","SAN JOSE",1,1
"GASOLINA",2015,"TABASCO","JONUTA","SAN MIGUEL",1,1
"GASOLINA",2015,"TABASCO","JONUTA","TORNO LARGO 2DA. SECCION",1,1
"GASOLINA",2015,"TABASCO","MACUSPANA","BITZAL 1RA. SECCION",1,1
"GASOLINA",2015,"TABASCO","MACUSPANA","BITZAL 4TA. SECCION",1,1
"GASOLINA",2015,"TABASCO","MACUSPANA","MACUSPANA",1,1
"GASOLINA",2015,"TABASCO","MACUSPANA","MIGUEL HIDALGO 1RA. SECCION",1,1
"GASOLINA",2015,"TABASCO","MACUSPANA","MIGUEL ORRICO DE LOS LLANOS",1,1
"GASOLINA",2015,"TABASCO","MACUSPANA","TIERRA COLORADA",1,1
"GASOLINA",2015,"TABASCO","NACAJUCA","EL SITIO",1,1
"GASOLINA",2015,"TABASCO","NACAJUCA","EL ZAPOTE",2,2
"GASOLINA",2015,"TABASCO","PARAISO","AQUILES SERDAN",2,2
"GASOLINA",2015,"TABASCO","PARAISO","BARRA DE TUPILCO",5,5
"GASOLINA",2015,"TABASCO","PARAISO","CHILTEPEC (PUERTO CHILTEPEC)",4,4
"GASOLINA",2015,"TABASCO","PARAISO","CHILTEPEC SECCION BANCO",1,1
"GASOLINA",2015,"TABASCO","PARAISO","CHILTEPEC SECCION TANQUES",1,1
"GASOLINA",2015,"TABASCO","PARAISO","COLONIA PENJAMO",1,1
"GASOLINA",2015,"TABASCO","PARAISO","GUANO SOLO (EL COQUITO)",3,3
"GASOLINA",2015,"TABASCO","PARAISO","JOSE MARIA MORELOS Y PAVON (EL BELLOTE)",13,13
"GASOLINA",2015,"TABASCO","PARAISO","LAS FLORES 3RA. SECCION (EL CERRO)",2,2
"GASOLINA",2015,"TABASCO","PARAISO","NUEVO TORNOLARGO",2,2
"GASOLINA",2015,"TABASCO","PARAISO","PARAISO",2,2
"GASOLINA",2015,"TABASCO","PARAISO","PUERTO CEIBA",2,2
"GASOLINA",2015,"TABASCO","PARAISO","PUERTO CEIBA (CARRIZAL)",2,2
"GASOLINA",2015,"TABASCO","PARAISO","UNION 1RA. SECCION (AMATILLO)",3,3
"GASOLINA",2015,"TABASCO","PARAISO","UNION 2DA. SECCION",1,1
"GASOLINA",2015,"TABASCO","PARAISO","UNION 3RA. SECCION",3,3
"GASOLINA",2015,"TABASCO","TENOSIQUE","CENTRO USUMACINTA",1,1
"GASOLINA",2015,"TAMAULIPAS","ALDAMA","BARRA DEL TORDO",1,1
"GASOLINA",2015,"TAMAULIPAS","ALDAMA","LAS FLORES",1,1
"GASOLINA",2015,"TAMAULIPAS","ALDAMA","MORON",2,2
"GASOLINA",2015,"TAMAULIPAS","ALTAMIRA","ALTAMIRA",3,3
"GASOLINA",2015,"TAMAULIPAS","ALTAMIRA","AQUILES SERDAN (EL BARRANCO)",1,1
"GASOLINA",2015,"TAMAULIPAS","ALTAMIRA","CUES ORTEÑO",1,1
"GASOLINA",2015,"TAMAULIPAS","ALTAMIRA","LAS FLORES",1,1
"GASOLINA",2015,"TAMAULIPAS","ALTAMIRA","MARTIN A. MARTINEZ (LOS POTREROS)",1,1
"GASOLINA",2015,"TAMAULIPAS","CAMARGO","CAMARGO (ESTACION CAMARGO)",1,1
"GASOLINA",2015,"TAMAULIPAS","CAMARGO","LOS COMALES",3,3
"GASOLINA",2015,"TAMAULIPAS","CASAS","JACINTO CANEK",1,1
"GASOLINA",2015,"TAMAULIPAS","CIUDAD MADERO","CIUDAD MADERO",4,4
"GASOLINA",2015,"TAMAULIPAS","GüEMEZ","GÜEMEZ",2,2
"GASOLINA",2015,"TAMAULIPAS","MATAMOROS","HEROICA MATAMOROS",5,5
"GASOLINA",2015,"TAMAULIPAS","MATAMOROS","HIGUERILLAS",4,4
"GASOLINA",2015,"TAMAULIPAS","MATAMOROS","LAS HIGUERILLAS",2,2
"GASOLINA",2015,"TAMAULIPAS","PADILLA","NUEVA VILLA DE PADILLA",1,1
"GASOLINA",2015,"TAMAULIPAS","SAN FERNANDO","CARBONERAS (LA CARBONERA)",1,2
"GASOLINA",2015,"TAMAULIPAS","SAN FERNANDO","CARVAJAL",2,2
"GASOLINA",2015,"TAMAULIPAS","SAN FERNANDO","EL BARRANCON DEL TIO BLAS (EL BARRANCON)",4,4
"GASOLINA",2015,"TAMAULIPAS","SAN FERNANDO","GENERAL FRANCISCO J. MUJICA (LA POZA)",1,1
"GASOLINA",2015,"TAMAULIPAS","SAN FERNANDO","GENERAL FRANCISCO VILLA",1,1
"GASOLINA",2015,"TAMAULIPAS","SAN FERNANDO","PUNTA DE ALAMBRE (PUENTE DE ALAMBRE)",1,2
"GASOLINA",2015,"TAMAULIPAS","SOTO LA MARINA","LA PESCA",12,12
"GASOLINA",2015,"TAMAULIPAS","SOTO LA MARINA","MIGUEL DE LA MADRID (EL CANAL)",1,1
"GASOLINA",2015,"TAMAULIPAS","SOTO LA MARINA","TEPEHUAJES",1,1
"GASOLINA",2015,"TAMAULIPAS","SOTO LA MARINA","VISTA HERMOSA",1,1
"GASOLINA",2015,"TAMAULIPAS","TAMPICO","TAMPICO",17,17
"GASOLINA",2015,"VERACRUZ","AGUA DULCE","EL MUELLE (GAVILAN NORTE)",1,1
"GASOLINA",2015,"VERACRUZ","AGUA DULCE","RANCHO JOSE RAMON",1,1
"GASOLINA",2015,"VERACRUZ","AGUA DULCE","TONALA",8,8
"GASOLINA",2015,"VERACRUZ","ALVARADO","ALVARADO",1,1
"GASOLINA",2015,"VERACRUZ","CATEMACO","BARRA DE SONTECOMAPAN",5,5
"GASOLINA",2015,"VERACRUZ","CATEMACO","SONTECOMAPAN",2,2
"GASOLINA",2015,"VERACRUZ","COATZACOALCOS","ALLENDE",3,3
"GASOLINA",2015,"VERACRUZ","COATZACOALCOS","COATZACOALCOS",1,1
"GASOLINA",2015,"VERACRUZ","COATZACOALCOS","LAS BARRILLAS",1,1
"GASOLINA",2015,"VERACRUZ","GUTIERREZ ZAMORA","GUTIERREZ ZAMORA",1,1
"GASOLINA",2015,"VERACRUZ","LERDO DE TEJADA","LERDO DE TEJADA",1,1
"GASOLINA",2015,"VERACRUZ","MINATITLAN","CEIBA BONITA",1,1
"GASOLINA",2015,"VERACRUZ","NAUTLA","CAMINO REAL",1,1
"GASOLINA",2015,"VERACRUZ","NAUTLA","NAUTLA",1,1
"GASOLINA",2015,"VERACRUZ","OZULUAMA DE MASCAREÑAS","ALTO DEL TIGRE",1,1
"GASOLINA",2015,"VERACRUZ","OZULUAMA DE MASCAREÑAS","BELISARIO DOMINGUEZ (SAN GREGORIO)",0,1
"GASOLINA",2015,"VERACRUZ","OZULUAMA DE MASCAREÑAS","COLONIA MORENO (ISLA JUAN A. RAMIREZ)",1,2
"GASOLINA",2015,"VERACRUZ","OZULUAMA DE MASCAREÑAS","LA CALLE (ISLA JUAN A. RAMIREZ)",1,1
"GASOLINA",2015,"VERACRUZ","PAJAPAN","JICACAL",1,1
"GASOLINA",2015,"VERACRUZ","PAJAPAN","PLAYA LINDA",1,1
"GASOLINA",2015,"VERACRUZ","PAJAPAN","SAN JUAN VOLADOR",1,1
"GASOLINA",2015,"VERACRUZ","PANUCO","AMPLIACION URSULO GALVAN",1,1
"GASOLINA",2015,"VERACRUZ","PANUCO","ESTERO DEL REY",1,1
"GASOLINA",2015,"VERACRUZ","PANUCO","MORALILLO",1,1
"GASOLINA",2015,"VERACRUZ","PANUCO","TAMPALACHE E ISLETA GRANDE (LAS ANIMAS)",1,1
"GASOLINA",2015,"VERACRUZ","PUEBLO VIEJO","ANAHUAC",5,5
"GASOLINA",2015,"VERACRUZ","PUEBLO VIEJO","CD. CUAUHTEMOC",2,2
"GASOLINA",2015,"VERACRUZ","PUEBLO VIEJO","OJITAL",1,1
"GASOLINA",2015,"VERACRUZ","SAN ANDRES TUXTLA","ARROYO DE LIZA",1,1
"GASOLINA",2015,"VERACRUZ","SAN ANDRES TUXTLA","BALZAPOTE",1,1
"GASOLINA",2015,"VERACRUZ","SAN ANDRES TUXTLA","MONTEPIO",1,1
"GASOLINA",2015,"VERACRUZ","SAN ANDRES TUXTLA","PLAYA HERMOSA",1,1
"GASOLINA",2015,"VERACRUZ","SAN ANDRES TUXTLA","SALINAS ROCA PARTIDA",3,3
"GASOLINA",2015,"VERACRUZ","SAN ANDRES TUXTLA","TORO PRIETO",1,1
"GASOLINA",2015,"VERACRUZ","TAMALIN","LAS PIEDRAS",1,1
"GASOLINA",2015,"VERACRUZ","TAMALIN","SALADERO",3,3
"GASOLINA",2015,"VERACRUZ","TAMALIN","SAN JERONIMO (LA GUASIMA)",2,2
"GASOLINA",2015,"VERACRUZ","TAMIAHUA","LA PUNTILLA",1,1
"GASOLINA",2015,"VERACRUZ","TAMIAHUA","LA REFORMA",1,1
"GASOLINA",2015,"VERACRUZ","TAMIAHUA","TAMIAHUA",9,9
"GASOLINA",2015,"VERACRUZ","TAMPICO ALTO","EL TULAR",1,1
"GASOLINA",2015,"VERACRUZ","TAMPICO ALTO","KILOMETRO 79",1,1
"GASOLINA",2015,"VERACRUZ","TAMPICO ALTO","LA ALBORADA",1,1
"GASOLINA",2015,"VERACRUZ","TAMPICO ALTO","LA RIBERA",1,1
"GASOLINA",2015,"VERACRUZ","TAMPICO ALTO","LAS CHACAS",2,2
"GASOLINA",2015,"VERACRUZ","TAMPICO ALTO","MATA DE CHAVEZ",1,1
"GASOLINA",2015,"VERACRUZ","TAMPICO ALTO","MORALES",2,2
"GASOLINA",2015,"VERACRUZ","TATAHUICAPAN DE JUAREZ","ZAPOTITLAN",1,1
"GASOLINA",2015,"VERACRUZ","TECOLUTLA","CASITAS",4,4
"GASOLINA",2015,"VERACRUZ","TECOLUTLA","TECOLUTLA",4,4
"GASOLINA",2015,"VERACRUZ","TLACOTALPAN","TLACOTALPAN",3,3
"GASOLINA",2015,"VERACRUZ","TUXPAN","TUXPAM DE RODRIGUEZ CANO",1,1
"GASOLINA",2015,"VERACRUZ","VEGA DE ALATORRE","LAS HIGUERAS",2,2
"GASOLINA",2015,"VERACRUZ","VEGA DE ALATORRE","PLAYA NAVARRO",1,1
"GASOLINA",2015,"VERACRUZ","VERACRUZ","VERACRUZ",0,1
"GASOLINA",2015,"YUCATAN","CELESTUN","CELESTUN",2,2
"GASOLINA",2015,"YUCATAN","DZIDZANTUN","DZIDZANTUN",5,5
"GASOLINA",2015,"YUCATAN","DZILAM DE BRAVO","DZILAM DE BRAVO",29,29
"GASOLINA",2015,"YUCATAN","DZILAM GONZALEZ","DZILAM GONZALEZ",1,1
"GASOLINA",2015,"YUCATAN","MERIDA","MERIDA",1,1
"GASOLINA",2015,"YUCATAN","PROGRESO","CHICXULUB PUERTO",9,9
"GASOLINA",2015,"YUCATAN","PROGRESO","CHUBURNA",1,1
"GASOLINA",2015,"YUCATAN","PROGRESO","PROGRESO",35,35
"GASOLINA",2015,"YUCATAN","SINANCHE","SAN CRISANTO",4,4
"GASOLINA",2015,"YUCATAN","TELCHAC PUERTO","TELCHAC PUERTO",8,8
"GASOLINA",2015,"YUCATAN","YOBAIN","CHABIHAU",5,5
