"tipo","ano","estado","municipio","localidad","solicitudes_atendidas","solicitudes_recibidas"
"GASOLINA",2014,"SINALOA","ROSARIO","AGUA VERDE",166,166
"GASOLINA",2014,"SINALOA","ROSARIO","AGUA ZARCA",5,5
"GASOLINA",2014,"SINALOA","ROSARIO","APODERADO",25,25
"GASOLINA",2014,"SINALOA","ROSARIO","CHAMETLA",38,38
"GASOLINA",2014,"SINALOA","ROSARIO","CHELE",1,1
"GASOLINA",2014,"SINALOA","ROSARIO","CRUZ PEDREGOZA",28,28
"GASOLINA",2014,"SINALOA","ROSARIO","EJIDO CAJON OJO DE AGUA NUMERO DOS",45,45
"GASOLINA",2014,"SINALOA","ROSARIO","EJIDO GREGORIO VAZQUEZ MORENO (SAN JOACHIN)",34,34
"GASOLINA",2014,"SINALOA","ROSARIO","EL MATADERO (MATADEROS)",86,87
"GASOLINA",2014,"SINALOA","ROSARIO","EL MEZCALAR",1,1
"GASOLINA",2014,"SINALOA","ROSARIO","EL POZOLE",14,14
"GASOLINA",2014,"SINALOA","ROSARIO","EL ROSARIO",9,9
"GASOLINA",2014,"SINALOA","ROSARIO","LA GUASIMA",39,39
"GASOLINA",2014,"SINALOA","ROSARIO","LAS HIGUERAS",1,2
"GASOLINA",2014,"SINALOA","ROSARIO","LOCALIDAD SIN NOMBRE",1,1
"GASOLINA",2014,"SINALOA","ROSARIO","LOS POZOS",40,40
"GASOLINA",2014,"SINALOA","ROSARIO","OJO DE AGUA",1,1
"GASOLINA",2014,"SINALOA","ROSARIO","OJO DE AGUA DE OSUNA",1,1
"GASOLINA",2014,"SINALOA","ROSARIO","POTRERILLOS",39,41
"GASOLINA",2014,"SINALOA","ROSARIO","TEODORO BELTRAN (LA HACIENDA)",8,8
"GASOLINA",2014,"SINALOA","SALVADOR ALVARADO","BENITO JUAREZ",2,2
"GASOLINA",2014,"SINALOA","SALVADOR ALVARADO","GUAMUCHIL",17,17
"GASOLINA",2014,"SINALOA","SALVADOR ALVARADO","YACOCHITO",1,1
"GASOLINA",2014,"SINALOA","SAN IGNACIO","BARRAS DE PIAXTLA",6,6
"GASOLINA",2014,"SINALOA","SINALOA","BACUBIRITO",50,50
"GASOLINA",2014,"SINALOA","SINALOA","BACURATO",43,43
"GASOLINA",2014,"SINALOA","SINALOA","EL CAJONCITO",1,1
"GASOLINA",2014,"SINALOA","SINALOA","EL IGUALAMO",1,1
"GASOLINA",2014,"SINALOA","SINALOA","LA HUERTA",2,2
"GASOLINA",2014,"SINALOA","SINALOA","SINALOA DE LEYVA",1,1
"GASOLINA",2014,"SONORA","AGUA PRIETA","AGUA PRIETA",1,1
"GASOLINA",2014,"SONORA","BACUM","BACUM",2,2
"GASOLINA",2014,"SONORA","BACUM","MIGUEL ALEMAN (LA NORIA)",1,1
"GASOLINA",2014,"SONORA","BACUM","PRIMERO DE MAYO (CAMPO 77)",1,1
"GASOLINA",2014,"SONORA","BENITO JUAREZ","PAREDON COLORADO (PAREDON VIEJO)",59,59
"GASOLINA",2014,"SONORA","BENITO JUAREZ","PAREDONCITO",19,19
"GASOLINA",2014,"SONORA","BENITO JUAREZ","VILLA JUAREZ",5,5
"GASOLINA",2014,"SONORA","CABORCA","HEROICA CABORCA",5,5
"GASOLINA",2014,"SONORA","CAJEME","ALVARO OBREGON (EL RANCHITO)",1,1
"GASOLINA",2014,"SONORA","CAJEME","CAJEME",1,1
"GASOLINA",2014,"SONORA","CAJEME","CAJEME PRODUCTOS PECUARIOS",1,1
"GASOLINA",2014,"SONORA","CAJEME","CIUDAD OBREGON",24,24
"GASOLINA",2014,"SONORA","CAJEME","OCHO Y MEDIA (BLOQUE 908)",1,1
"GASOLINA",2014,"SONORA","CAJEME","PUEBLO YAQUI",1,1
"GASOLINA",2014,"SONORA","EMPALME","CRUZ DE PIEDRA",3,3
"GASOLINA",2014,"SONORA","EMPALME","EMPALME",55,55
"GASOLINA",2014,"SONORA","ENSENADA","A. DE M. I. DE M.",1,1
"GASOLINA",2014,"SONORA","ENSENADA","RIO ESCONDIDO",1,1
"GASOLINA",2014,"SONORA","ETCHOJOA","EL CAMPITO (CAMPO NUMERO TRES)",1,1
"GASOLINA",2014,"SONORA","ETCHOJOA","ETCHOJOA",1,1
"GASOLINA",2014,"SONORA","GUAYMAS","HERMANOS MAYTORENA",1,1
"GASOLINA",2014,"SONORA","GUAYMAS","HEROICA GUAYMAS",48,48
"GASOLINA",2014,"SONORA","GUAYMAS","HIGUERILLAS",1,1
"GASOLINA",2014,"SONORA","GUAYMAS","SONORA",1,1
"GASOLINA",2014,"SONORA","HERMOSILLO","BAHIA DE KINO",23,23
"GASOLINA",2014,"SONORA","HERMOSILLO","HERMOSILLO",3,3
"GASOLINA",2014,"SONORA","HERMOSILLO","MIGUEL ALEMAN (EL TRES)",3,3
"GASOLINA",2014,"SONORA","HUATABAMPO","AGIABAMPO DOS",1,1
"GASOLINA",2014,"SONORA","HUATABAMPO","AGIABAMPO UNO",16,16
"GASOLINA",2014,"SONORA","HUATABAMPO","ALVARO OBREGON",1,1
"GASOLINA",2014,"SONORA","HUATABAMPO","AQUICHOPO",1,1
"GASOLINA",2014,"SONORA","HUATABAMPO","BACHANTAHUI",2,2
"GASOLINA",2014,"SONORA","HUATABAMPO","BACHOCO",21,21
"GASOLINA",2014,"SONORA","HUATABAMPO","BACHOMOJAQUI",1,1
"GASOLINA",2014,"SONORA","HUATABAMPO","BAJEROBETA (PLAYA BACHOCO)",1,1
"GASOLINA",2014,"SONORA","HUATABAMPO","BUIYARUMO",1,1
"GASOLINA",2014,"SONORA","HUATABAMPO","CAMAHUIROA",2,2
"GASOLINA",2014,"SONORA","HUATABAMPO","CHAPULTEPEC",4,4
"GASOLINA",2014,"SONORA","HUATABAMPO","EL RIITO",8,8
"GASOLINA",2014,"SONORA","HUATABAMPO","ESTACION DON",1,1
"GASOLINA",2014,"SONORA","HUATABAMPO","ETCHOROPO",3,3
"GASOLINA",2014,"SONORA","HUATABAMPO","HUATABAMPO",49,49
"GASOLINA",2014,"SONORA","HUATABAMPO","LA ARENITA",3,3
"GASOLINA",2014,"SONORA","HUATABAMPO","LA ESCALERA",5,5
"GASOLINA",2014,"SONORA","HUATABAMPO","LA ESPERANZA",1,1
"GASOLINA",2014,"SONORA","HUATABAMPO","LA PRIMAVERA",1,1
"GASOLINA",2014,"SONORA","HUATABAMPO","LA SAVILA",1,1
"GASOLINA",2014,"SONORA","HUATABAMPO","LA UNION",1,1
"GASOLINA",2014,"SONORA","HUATABAMPO","LAS BOCAS",25,25
"GASOLINA",2014,"SONORA","HUATABAMPO","LAS MILPAS",5,5
"GASOLINA",2014,"SONORA","HUATABAMPO","LOMA DE ETCHOROPO",5,5
"GASOLINA",2014,"SONORA","HUATABAMPO","LOMA DE MORONCARIT",1,1
"GASOLINA",2014,"SONORA","HUATABAMPO","LOS BUITBORES",7,7
"GASOLINA",2014,"SONORA","HUATABAMPO","MELCHOR OCAMPO",6,6
"GASOLINA",2014,"SONORA","HUATABAMPO","MOCHIBAMPO",2,2
"GASOLINA",2014,"SONORA","HUATABAMPO","MORONCARIT",86,86
"GASOLINA",2014,"SONORA","HUATABAMPO","POZO DULCE",14,14
"GASOLINA",2014,"SONORA","HUATABAMPO","SAN ANTONIO",6,6
"GASOLINA",2014,"SONORA","HUATABAMPO","SAN JOSE",1,1
"GASOLINA",2014,"SONORA","HUATABAMPO","YAVARITOS",3,3
"GASOLINA",2014,"SONORA","HUATABAMPO","YAVAROS (ISLA LAS VIEJAS)",83,84
"GASOLINA",2014,"SONORA","NAVOJOA","HUEBAMPO",1,1
"GASOLINA",2014,"SONORA","NAVOJOA","MASIACA",2,2
"GASOLINA",2014,"SONORA","NAVOJOA","NAVOJOA",5,5
"GASOLINA",2014,"SONORA","NAVOJOA","SAN JOSE MASIACA",6,6
"GASOLINA",2014,"SONORA","NOGALES","HEROICA NOGALES",1,1
"GASOLINA",2014,"SONORA","NOGALES","MASCAREÑA",1,1
"GASOLINA",2014,"SONORA","PITIQUITO","PUERTO LIBERTAD",10,10
"GASOLINA",2014,"SONORA","SAN IGNACIO RIO MUERTO","CAMPO DE HERMENEGILDO ROMERO",1,1
"GASOLINA",2014,"TABASCO","BALANCAN","BALANCAN",2,2
"GASOLINA",2014,"TABASCO","BALANCAN","CENTRO USUMACINTA",1,1
"GASOLINA",2014,"TABASCO","BALANCAN","CHANCABAL",1,1
"GASOLINA",2014,"TABASCO","BALANCAN","EL POCITO",1,1
"GASOLINA",2014,"TABASCO","BALANCAN","MISSICAB",1,1
"GASOLINA",2014,"TABASCO","BALANCAN","SAN PEDRO",9,9
"GASOLINA",2014,"TABASCO","BALANCAN","VICENTE GUERRERO",1,1
"GASOLINA",2014,"TABASCO","CARDENAS","AZUCENA 1RA. SECCION",7,7
"GASOLINA",2014,"TABASCO","CARDENAS","AZUCENA 2DA. SECCION",29,29
"GASOLINA",2014,"TABASCO","CARDENAS","AZUCENA 5TA. SECCION (EL APOMPAL)",2,2
"GASOLINA",2014,"TABASCO","CARDENAS","AZUCENITA 1RA. SECCION B",1,1
"GASOLINA",2014,"TABASCO","CARDENAS","CARDENAS",13,13
"GASOLINA",2014,"TABASCO","CARDENAS","CHICOZAPOTE 1RA. SECCION",13,13
"GASOLINA",2014,"TABASCO","CARDENAS","CUAUHTEMOCZIN",15,15
"GASOLINA",2014,"TABASCO","CARDENAS","EL ALACRAN",8,8
"GASOLINA",2014,"TABASCO","CARDENAS","EL ALACRAN (SECCION MANATINERO)",25,25
"GASOLINA",2014,"TABASCO","CARDENAS","EL BAJIO 1RA. SECCION",1,1
"GASOLINA",2014,"TABASCO","CARDENAS","EL BARI 1RA. SECCION",3,3
"GASOLINA",2014,"TABASCO","CARDENAS","PAILEBOT",7,7
"GASOLINA",2014,"TABASCO","CARDENAS","PEDRO SANCHEZ MAGALLANES",3,3
"GASOLINA",2014,"TABASCO","CARDENAS","SAN RAFAEL",4,4
"GASOLINA",2014,"TABASCO","CARDENAS","SINALOA 1RA. SECCION",35,35
"GASOLINA",2014,"TABASCO","CARDENAS","SINALOA 2DA. SECCION",6,6
"GASOLINA",2014,"TABASCO","CARDENAS","VILLA BENITO JUAREZ (CAMPO MAGALLANES)",1,1
"GASOLINA",2014,"TABASCO","CARDENAS","VILLA SANCHEZ MAGALLANES (BARRA DE SANTA ANA)",238,238
"GASOLINA",2014,"TABASCO","CATAZAJA","VICENTE GUERRERO",2,2
"GASOLINA",2014,"TABASCO","CENTLA","ARROYO POLO 1RA. SECCION",7,7
"GASOLINA",2014,"TABASCO","CENTLA","ARROYO POLO 2DA. SECCION",21,21
"GASOLINA",2014,"TABASCO","CENTLA","ARROYO POLO 3RA. SECCION (POLO)",8,8
"GASOLINA",2014,"TABASCO","CENTLA","BARRA DE SAN PEDRO (SAN PEDRO Y SAN PABLO)",20,20
"GASOLINA",2014,"TABASCO","CENTLA","BOCA DE CHILAPA 1RA. SECCION",2,2
"GASOLINA",2014,"TABASCO","CENTLA","BOCA DE PANTOJA",14,14
"GASOLINA",2014,"TABASCO","CENTLA","BOCA GRANDE",2,2
"GASOLINA",2014,"TABASCO","CENTLA","CAÑAVERAL",5,5
"GASOLINA",2014,"TABASCO","CENTLA","CAÑAVERAL CORCOVADO",12,12
"GASOLINA",2014,"TABASCO","CENTLA","CAPARROSO",2,2
"GASOLINA",2014,"TABASCO","CENTLA","CARLOS ROVIROSA 2A. SECC. (BARRA DE PESCADOR)",15,15
"GASOLINA",2014,"TABASCO","CENTLA","CHICHICASTLE 1RA. SECCION",62,62
"GASOLINA",2014,"TABASCO","CENTLA","CHICHICASTLE 2DA. SECCION",8,8
"GASOLINA",2014,"TABASCO","CENTLA","CHILAPA 1RA. SECCION MARGEN DERECHA",4,4
"GASOLINA",2014,"TABASCO","CENTLA","CHILAPA MARGEN DERECHA 2DA. SECCION",8,8
"GASOLINA",2014,"TABASCO","CENTLA","CHILAPA MARGEN IZQUIERDA 1RA. SECCION",13,13
"GASOLINA",2014,"TABASCO","CENTLA","COL. EL BOSQUE (LLEGO LA HORA)",9,9
"GASOLINA",2014,"TABASCO","CENTLA","CUAUHTEMOC",3,3
"GASOLINA",2014,"TABASCO","CENTLA","EL GUAJUCO",1,1
"GASOLINA",2014,"TABASCO","CENTLA","FELIPE CARRILLO PUERTO NORTE (CARRILLITO)",6,6
"GASOLINA",2014,"TABASCO","CENTLA","FRANCISCO I. MADERO",12,12
"GASOLINA",2014,"TABASCO","CENTLA","FRONTERA",143,143
"GASOLINA",2014,"TABASCO","CENTLA","FRONTERA (FRONTERITA)",1,1
"GASOLINA",2014,"TABASCO","CENTLA","GOBERNADOR CRUZ",3,3
"GASOLINA",2014,"TABASCO","CENTLA","IGNACIO ALLENDE",1,1
"GASOLINA",2014,"TABASCO","CENTLA","IGNACIO ZARAGOZA",10,10
"GASOLINA",2014,"TABASCO","CENTLA","JALAPITA 1RA. SECCION",7,7
"GASOLINA",2014,"TABASCO","CENTLA","JOSEFA ORTIZ DE DOMINGUEZ",4,4
"GASOLINA",2014,"TABASCO","CENTLA","LA ESTRELLA",29,29
"GASOLINA",2014,"TABASCO","CENTLA","LA SABANA",6,6
"GASOLINA",2014,"TABASCO","CENTLA","LA VICTORIA",11,11
"GASOLINA",2014,"TABASCO","CENTLA","LAS PALMAS",1,1
"GASOLINA",2014,"TABASCO","CENTLA","LAS PORFIAS",2,2
"GASOLINA",2014,"TABASCO","CENTLA","LEANDRO ROVIROSA WADE 1RA. SECCION",5,5
"GASOLINA",2014,"TABASCO","CENTLA","LIBERTAD DE ALLENDE",1,1
"GASOLINA",2014,"TABASCO","CENTLA","LUIS ECHEVERRIA ALVAREZ",3,3
"GASOLINA",2014,"TABASCO","CENTLA","MIXTECA 1RA. SECCION",4,4
"GASOLINA",2014,"TABASCO","CENTLA","MIXTECA 2DA. SECCION",13,13
"GASOLINA",2014,"TABASCO","CENTLA","MIXTECA 3RA. SECCION",20,20
"GASOLINA",2014,"TABASCO","CENTLA","NUEVA ESPERANZA DE QUINTIN ARAUZ",6,6
"GASOLINA",2014,"TABASCO","CENTLA","NUEVO CENTLA BOQUERON",9,9
"GASOLINA",2014,"TABASCO","CENTLA","PASO DE TABASQUILLO",2,2
"GASOLINA",2014,"TABASCO","CENTLA","PUNTA EL MANGLAR",2,2
"GASOLINA",2014,"TABASCO","CENTLA","QUINTIN ARAUZ",2,2
"GASOLINA",2014,"TABASCO","CENTLA","REVOLUCION",14,14
"GASOLINA",2014,"TABASCO","CENTLA","RIBERA ALTA 1RA. SECCION",27,27
"GASOLINA",2014,"TABASCO","CENTLA","RIBERA ALTA 2DA. SECCION",25,25
"GASOLINA",2014,"TABASCO","CENTLA","RIBERA ALTA 2DA. SECCION (SALSIPUEDES)",1,1
"GASOLINA",2014,"TABASCO","CENTLA","RIBERA ALTA 3RA. SECCION",33,33
"GASOLINA",2014,"TABASCO","CENTLA","SAN FRANCISCO",1,1
"GASOLINA",2014,"TABASCO","CENTLA","SAN ISIDRO",1,1
"GASOLINA",2014,"TABASCO","CENTLA","SAN JOSE DE SIMON SARLAT (EL COCO)",2,2
"GASOLINA",2014,"TABASCO","CENTLA","SAN JUAN",1,1
"GASOLINA",2014,"TABASCO","CENTLA","SAN JUANITO BOCA DE TRES BRAZOS",10,10
"GASOLINA",2014,"TABASCO","CENTLA","SAN PEDRITO (NUEVA ESPERANZA)",1,1
"GASOLINA",2014,"TABASCO","CENTLA","SAN RAMON",2,2
"GASOLINA",2014,"TABASCO","CENTLA","SAN ROMAN",21,21
"GASOLINA",2014,"TABASCO","CENTLA","SAN ROQUE",1,1
"GASOLINA",2014,"TABASCO","CENTLA","SIMON SARLAT",2,2
"GASOLINA",2014,"TABASCO","CENTLA","TABASQUILLO 1RA. SECCION",1,1
"GASOLINA",2014,"TABASCO","CENTLA","TASAJERA",3,3
"GASOLINA",2014,"TABASCO","CENTLA","TRES BRAZOS (COCALITO)",7,7
"GASOLINA",2014,"TABASCO","CENTLA","VICENTE GUERRERO",7,7
"GASOLINA",2014,"TABASCO","CENTRO","ACACHAPAN Y COLMENA 3RA. SECCION",2,2
"GASOLINA",2014,"TABASCO","CENTRO","ACACHAPAN Y COLMENA 4TA. SECCION",15,15
"GASOLINA",2014,"TABASCO","CENTRO","ACACHAPAN Y COLMENA 5TA. SECCION",9,9
"GASOLINA",2014,"TABASCO","CENTRO","AZTLAN 1RA. SECCION",2,2
"GASOLINA",2014,"TABASCO","CENTRO","AZTLAN 2DA. SECCION",1,1
"GASOLINA",2014,"TABASCO","CENTRO","AZTLAN 3RA. SECCION (CORCHO Y CHILAPILLA)",3,3
"GASOLINA",2014,"TABASCO","CENTRO","AZTLAN 4TA. SECCION (CORCHO Y CHILAPILLA)",4,4
"GASOLINA",2014,"TABASCO","CENTRO","AZTLAN 5TA. SECCION (DON LORENZO)",3,3
"GASOLINA",2014,"TABASCO","CENTRO","AZTLAN 5TA. SECCION (PALOMILLAL)",21,21
"GASOLINA",2014,"TABASCO","CENTRO","COCOYOL (SOCIALISTA)",2,2
"GASOLINA",2014,"TABASCO","CENTRO","EL ZAPOTAL (LA LLAVE)",1,1
"GASOLINA",2014,"TABASCO","CENTRO","GAVIOTAS SUR 1RA. SECCION (EL CEDRAL)",3,3
"GASOLINA",2014,"TABASCO","CENTRO","ISMATE Y CHILAPILLA 1RA. SECC. (SAN ANTONIO)",1,1
"GASOLINA",2014,"TABASCO","CENTRO","ISMATE Y CHILAPILLA 2A. SEC. (BOCA DEL CAMPO)",2,2
"GASOLINA",2014,"TABASCO","CENTRO","ISMATE Y CHILAPILLA 2DA. SECCION JAHUACTILLO",9,9
"GASOLINA",2014,"TABASCO","CENTRO","SABANAS NUEVAS",1,1
"GASOLINA",2014,"TABASCO","CENTRO","VILLAHERMOSA",9,9
"GASOLINA",2014,"TABASCO","COATZACOALCOS","ALLENDE",1,1
"GASOLINA",2014,"TABASCO","COMALCALCO","COCOHITAL",17,17
"GASOLINA",2014,"TABASCO","COMALCALCO","COMALCALCO",1,1
"GASOLINA",2014,"TABASCO","COMALCALCO","GUAYO 3RA. SECCION",3,3
"GASOLINA",2014,"TABASCO","COMALCALCO","IGNACIO ZARAGOZA 1RA. SECCION",1,1
"GASOLINA",2014,"TABASCO","COMALCALCO","JOSE MARIA PINO SUAREZ 1RA. SECCION",1,1
"GASOLINA",2014,"TABASCO","COMALCALCO","JOSE MARIA PINO SUAREZ 2DA. SECCION",4,4
"GASOLINA",2014,"TABASCO","COMALCALCO","JOSE MARIA PINO SUAREZ 3RA. SECC. (CORINTO)",9,9
"GASOLINA",2014,"TABASCO","COMALCALCO","LAZARO CARDENAS 1RA. SECCION",1,1
"GASOLINA",2014,"TABASCO","COMALCALCO","TECOLUTILLA (RIBERITA)",1,1
"GASOLINA",2014,"TABASCO","EMILIANO ZAPATA","CHABLE",1,1
"GASOLINA",2014,"TABASCO","EMILIANO ZAPATA","EL AVISPERO",1,1
"GASOLINA",2014,"TABASCO","EMILIANO ZAPATA","EMILIANO ZAPATA",15,15
"GASOLINA",2014,"TABASCO","EMILIANO ZAPATA","EMILIANO ZAPATA SECCION POCHOTE",22,22
"GASOLINA",2014,"TABASCO","EMILIANO ZAPATA","JOBAL",4,4
"GASOLINA",2014,"TABASCO","HUIMANGUILLO","EL CHAPO 1RA. SECCION",5,5
"GASOLINA",2014,"TABASCO","HUIMANGUILLO","ERNESTO AGUIRRE COLORADO",2,2
"GASOLINA",2014,"TABASCO","HUIMANGUILLO","FRANCISCO TRUJILLO GURRIA",15,15
"GASOLINA",2014,"TABASCO","HUIMANGUILLO","HUIMANGUILLO",2,2
"GASOLINA",2014,"TABASCO","JALAPA","TEQUILA 2DA. SECCION",1,1
"GASOLINA",2014,"TABASCO","JALPA DE MENDEZ","CAMPO PETROLERO MECOACAN",5,5
"GASOLINA",2014,"TABASCO","JALPA DE MENDEZ","REFORMA 2DA. SECCION (SANTA MARIA)",38,38
"GASOLINA",2014,"TABASCO","JALPA DE MENDEZ","SAN GREGORIO",2,2
"GASOLINA",2014,"TABASCO","JALPA DE MENDEZ","SOYATACO",1,1
"GASOLINA",2014,"TABASCO","JONUTA","BOCA DE SAN ANTONIO",1,1
"GASOLINA",2014,"TABASCO","JONUTA","CHANERO RIO",1,1
"GASOLINA",2014,"TABASCO","JONUTA","CHOCHAL",1,1
"GASOLINA",2014,"TABASCO","JONUTA","EL TUCUYAL",12,12
"GASOLINA",2014,"TABASCO","JONUTA","ESQUIPULAS",2,2
"GASOLINA",2014,"TABASCO","JONUTA","FEDERICO ALVAREZ",5,5
"GASOLINA",2014,"TABASCO","JONUTA","FRANCISCO J. MUJICA",1,1
"GASOLINA",2014,"TABASCO","JONUTA","HIDALGO Y TAMARINDO",5,5
"GASOLINA",2014,"TABASCO","JONUTA","JONUTA",1,1
"GASOLINA",2014,"TABASCO","JONUTA","JOSE MARIA PINO SUAREZ (SAN PEDRO)",1,1
"GASOLINA",2014,"TABASCO","JONUTA","LIC. ELPIDIO SANCHEZ PEREZ",6,6
"GASOLINA",2014,"TABASCO","JONUTA","RIBERA BAJA 1RA. SECCION A",4,4
"GASOLINA",2014,"TABASCO","JONUTA","RIBERA BAJA 2DA. SECCION (GRAN PODER)",12,12
"GASOLINA",2014,"TABASCO","JONUTA","SACRIFICIO",5,5
"GASOLINA",2014,"TABASCO","JONUTA","SAN JOSE",57,57
"GASOLINA",2014,"TABASCO","JONUTA","SAN JOSE JIMBAL",1,1
"GASOLINA",2014,"TABASCO","JONUTA","SAN MIGUEL",2,2
"GASOLINA",2014,"TABASCO","JONUTA","TORNO DE LA BOLA",9,9
"GASOLINA",2014,"TABASCO","JONUTA","TORNO LARGO 1RA. SECCION B",1,1
"GASOLINA",2014,"TABASCO","JONUTA","TORNO LARGO 2DA. SECCION",2,2
"GASOLINA",2014,"TABASCO","MACUSPANA","BITZAL 1RA. SECCION",6,6
"GASOLINA",2014,"TABASCO","MACUSPANA","EL BAYO 1RA. SECCION (GRANADA)",1,1
"GASOLINA",2014,"TABASCO","MACUSPANA","EL BAYO 2DA. SECCION",1,1
"GASOLINA",2014,"TABASCO","MACUSPANA","LAZARO CARDENAS 2DA. SECCION",12,12
"GASOLINA",2014,"TABASCO","MACUSPANA","LOS GÜIROS",12,12
"GASOLINA",2014,"TABASCO","MACUSPANA","LOS NARANJOS 1RA. SECCION",2,2
"GASOLINA",2014,"TABASCO","MACUSPANA","LOS NARANJOS 2DA. SECC. (SECCION PICHALITO)",4,4
"GASOLINA",2014,"TABASCO","MACUSPANA","MIGUEL HIDALGO 1RA. SECCION",9,9
"GASOLINA",2014,"TABASCO","MACUSPANA","MIGUEL HIDALGO 2DA. SECCION",2,2
"GASOLINA",2014,"TABASCO","MACUSPANA","MIGUEL ORRICO DE LOS LLANOS",13,13
"GASOLINA",2014,"TABASCO","MACUSPANA","PEMEX (CIUDAD PEMEX)",1,1
"GASOLINA",2014,"TABASCO","MACUSPANA","SANTOS DEGOLLADO 2DA. SECCION",1,1
"GASOLINA",2014,"TABASCO","MACUSPANA","TIERRA COLORADA",9,9
"GASOLINA",2014,"TABASCO","MACUSPANA","UNION Y LIBERTAD",6,6
"GASOLINA",2014,"TABASCO","NACAJUCA","EL SITIO",1,1
"GASOLINA",2014,"TABASCO","NACAJUCA","EL ZAPOTE",12,12
"GASOLINA",2014,"TABASCO","NACAJUCA","TECOLUTA 1RA. SECCION",3,3
"GASOLINA",2014,"TABASCO","NACAJUCA","TECOLUTA 2DA. SECCION",2,2
"GASOLINA",2014,"TABASCO","PARAISO","ANDRES GARCIA SECCION ISLAS",22,22
"GASOLINA",2014,"TABASCO","PARAISO","AQUILES SERDAN",25,25
"GASOLINA",2014,"TABASCO","PARAISO","BARRA DE TUPILCO",22,22
"GASOLINA",2014,"TABASCO","PARAISO","CHILTEPEC (PUERTO CHILTEPEC)",28,28
"GASOLINA",2014,"TABASCO","PARAISO","CHILTEPEC SECCION BANCO",37,37
"GASOLINA",2014,"TABASCO","PARAISO","CHILTEPEC SECCION TANQUES",22,22
"GASOLINA",2014,"TABASCO","PARAISO","COLONIA PENJAMO",15,15
"GASOLINA",2014,"TABASCO","PARAISO","EL BELLOTE (MIGUEL DE LA MADRID)",18,18
"GASOLINA",2014,"TABASCO","PARAISO","EL ESCRIBANO",2,2
"GASOLINA",2014,"TABASCO","PARAISO","FRANCISCO I. MADERO 2DA. SECCION",2,2
"GASOLINA",2014,"TABASCO","PARAISO","GUANO SOLO (EL COQUITO)",15,15
"GASOLINA",2014,"TABASCO","PARAISO","JOSE MARIA MORELOS Y PAVON (EL BELLOTE)",127,127
"GASOLINA",2014,"TABASCO","PARAISO","LAS FLORES 1RA. SECCION",1,1
"GASOLINA",2014,"TABASCO","PARAISO","LAS FLORES 2DA. SECCION",2,2
"GASOLINA",2014,"TABASCO","PARAISO","LAS FLORES 3RA. SECCION (EL CERRO)",16,16
"GASOLINA",2014,"TABASCO","PARAISO","MOCTEZUMA 2DA. SECCION",1,1
"GASOLINA",2014,"TABASCO","PARAISO","NICOLAS BRAVO 4TA. SECCION (TILAPA)",1,1
"GASOLINA",2014,"TABASCO","PARAISO","NUEVO TORNOLARGO",24,24
"GASOLINA",2014,"TABASCO","PARAISO","PARAISO",7,7
"GASOLINA",2014,"TABASCO","PARAISO","PUERTO CEIBA",46,46
"GASOLINA",2014,"TABASCO","PARAISO","PUERTO CEIBA (CARRIZAL)",9,9
"GASOLINA",2014,"TABASCO","PARAISO","QUINTIN ARAUZ",3,3
"GASOLINA",2014,"TABASCO","PARAISO","UNION 1RA. SECCION (AMATILLO)",7,7
"GASOLINA",2014,"TABASCO","PARAISO","UNION 2DA. SECCION",8,8
"GASOLINA",2014,"TABASCO","PARAISO","UNION 3RA. SECCION",17,17
"GASOLINA",2014,"TABASCO","TENOSIQUE","CHACULJI",2,2
"GASOLINA",2014,"TABASCO","TENOSIQUE","EL RECREO",2,2
"GASOLINA",2014,"TABASCO","TENOSIQUE","POMONA 1RA. SECCION",2,2
"GASOLINA",2014,"TABASCO","TENOSIQUE","TENOSIQUE 1RA. SECCION (EL MOOL)",1,1
"GASOLINA",2014,"TAMAULIPAS","ALDAMA","ALDAMA",11,11
"GASOLINA",2014,"TAMAULIPAS","ALDAMA","BARRA DEL TORDO",25,25
"GASOLINA",2014,"TAMAULIPAS","ALDAMA","EL OJITE",5,5
"GASOLINA",2014,"TAMAULIPAS","ALDAMA","MORON",28,28
"GASOLINA",2014,"TAMAULIPAS","ALTAMIRA","ALTAMIRA",1,1
"GASOLINA",2014,"TAMAULIPAS","ALTAMIRA","AQUILES SERDAN (EL BARRANCO)",5,5
"GASOLINA",2014,"TAMAULIPAS","ALTAMIRA","EL ESTERO",1,1
"GASOLINA",2014,"TAMAULIPAS","ALTAMIRA","EL FUERTE",1,1
"GASOLINA",2014,"TAMAULIPAS","ALTAMIRA","LAS FLORES",6,6
"GASOLINA",2014,"TAMAULIPAS","ALTAMIRA","MARTIN A. MARTINEZ",12,12
"GASOLINA",2014,"TAMAULIPAS","ALTAMIRA","MATA DEL ABRA",2,2
"GASOLINA",2014,"TAMAULIPAS","ALTAMIRA","TORNO LARGO",12,12
"GASOLINA",2014,"TAMAULIPAS","CAMARGO","CAMARGO (ESTACION CAMARGO)",1,1
"GASOLINA",2014,"TAMAULIPAS","CAMARGO","LOS COMALES",22,22
"GASOLINA",2014,"TAMAULIPAS","CASAS","JACINTO CANEK",12,12
"GASOLINA",2014,"TAMAULIPAS","CAZONES DE HERRERA","PLAYA AZUL",1,1
"GASOLINA",2014,"TAMAULIPAS","CIUDAD MADERO","CIUDAD MADERO",6,6
"GASOLINA",2014,"TAMAULIPAS","GüEMEZ","GÜEMEZ",8,8
